NATIONAL_ID,FIRST_NAME, LAST_NAME,STUDENT_ID,ADDRESS,EMAIL,PHONE,PROGRAM,PROGRAM_BM,DATE_CONVO_LANG1,DATE_CONVO_LANG2,RESULT,BATCH,STATUS,NATIONALITY,RELIGION,GENDER,RACE,ENTRANCE_SESSION,SERIAL_NUMBER,STATUS_DETAIL
C120,Test Recipient Name 15119,Test Recipient Name 15119,44211,"25, KAMPUNG CAWANGANJERTEH",15119icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.38,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,217,All criteria passed
C121,Test Recipient Name 15120,Test Recipient Name 15120,43757,"NO.275 FELDA TEMBANGAU 1, 28380 KEMAYAN,PAHANGKEMAYAN",15120icertrecipient@yopmail.com,173413299,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.12,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,218,Robe return date is null
C122,Test Recipient Name 15121,Test Recipient Name 15121,41257,"NO21, JALAN BUKIT RANGIN PERDANA 3PERUMAHAN BUKIT RANGIN PERDANA 1KUANTAN",15121icertrecipient@yopmail.com,139657606,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.64,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,28,All criteria passed
C123,Test Recipient Name 15122,Test Recipient Name 15122,41169,"NO 6, LORONG HARAPAN,KAMPUNG LATA JANGGUTJELI",15122icertrecipient@yopmail.com,189065016,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.64,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,29,All criteria passed
C124,Test Recipient Name 15123,Test Recipient Name 15123,39522,"NO. 2, JALAN NAPOH, TAMAN KOTAKOTA TINGGI",15123icertrecipient@yopmail.com,137435818,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.57,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,30,All criteria passed
C125,Test Recipient Name 15124,Test Recipient Name 15124,40833,"NO, 64 KAMPUNG PAYA PANJANG, BATU 9,BUKIT PASIRMUAR",15124icertrecipient@yopmail.com,129930904,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.57,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,31,Robe return date is null
C126,Test Recipient Name 15125,Test Recipient Name 15125,41287,LOT 488A KAMPUNG TOK BOKMACHANG,15125icertrecipient@yopmail.com,133141414,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.27,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,32,All criteria passed
C127,Test Recipient Name 15126,Test Recipient Name 15126,40815,"449 MUKIM D, JALAN BHARUBALIK PULAU",15126icertrecipient@yopmail.com,124662765,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.32,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,33,All criteria passed
C128,Test Recipient Name 15127,Test Recipient Name 15127,40872,"NO 2A, JALAN 52, SELAYANG BARUBATU CAVES",15127icertrecipient@yopmail.com,172077003,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.66,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,34,All criteria passed
C129,Test Recipient Name 15128,Test Recipient Name 15128,40300,"NO. 1, LORONG NASAR,KG MELAYU,JALAN KAYU ARA PASONGPONTIAN",15128icertrecipient@yopmail.com,169506927,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.36,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,35,All criteria passed
C130,Test Recipient Name 15129,Test Recipient Name 15129,41186,"NO 20, JALAN  DUKU 28, TAMAN KOTA MASAIPASIR GUDANG",15129icertrecipient@yopmail.com,197974908,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.53,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,36,All criteria passed
C131,Test Recipient Name 15130,Test Recipient Name 15130,41227,NO 175-A PONDOK BARU PADNG SIAMTANAH MERAH,15130icertrecipient@yopmail.com,1129443819,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.66,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,37,All criteria passed
C132,Test Recipient Name 15131,Test Recipient Name 15131,39643,"216, JALAN JATI, FELDA TENGGAROH 1,86810,MERSING,JOHORMERSING",15131icertrecipient@yopmail.com,197619691,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.55,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,38,Robe return date is null
C133,Test Recipient Name 15132,Test Recipient Name 15132,40060,"141, JALAN KUBANG BEMBAN,ALOR LINTAHJERTIH",15132icertrecipient@yopmail.com,169344184,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.39,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2015,39,Outstanding debt: RM 25.00
C134,Test Recipient Name 15133,Test Recipient Name 15133,41217,"2216-A KG PADANG TENGIR, MANIRKG PADANG TENGIRKUALA TERENGGANU",15133icertrecipient@yopmail.com,148405797,MASTER OF EDUCATION,IJAZAH SARJANA MUDA BIOTEKNOLOGI PERTANIAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.65,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,40,Robe return date is null
C135,Test Recipient Name 15134,Test Recipient Name 15134,40277,"NO-50,TAMAN SIN SAWIT,KELAPA SAWIT,81030 KULAI,JOHORKULAI",15134icertrecipient@yopmail.com,165038270,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN (DENGAN CEMERLANG),14/10/2019,14/10/2019,3.76,2019,1,WARGANEGARA,BUDDHA,PEREMPUAN,CINA,JUL-2015,41,All criteria passed
C136,Test Recipient Name 15135,Test Recipient Name 15135,39866,"NO 315, BLOK 13 JALAN PINANG SIRI 18/3SEKSYEN 18SHAH ALAM",15135icertrecipient@yopmail.com,176067768,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN (DENGAN CEMERLANG),14/10/2019,14/10/2019,3.69,2019,1,WARGANEGARA,BUDDHA,PEREMPUAN,CINA,JUL-2015,42,All criteria passed
C137,Test Recipient Name 15136,Test Recipient Name 15136,41224,"9, DATARAN BERCHAM TIMUR 16,TAMAN PAKATAN ,IPOH",15136icertrecipient@yopmail.com,165921201,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN (DENGAN CEMERLANG),14/10/2019,14/10/2019,3.78,2019,1,WARGANEGARA,BUDDHA,PEREMPUAN,CINA,JUL-2015,43,All criteria passed
C138,Test Recipient Name 15137,Test Recipient Name 15137,39865,"8, PERSIARAN KIN MEE, TAMAN KIN MEEIPOH",15137icertrecipient@yopmail.com,165403083,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN (DENGAN CEMERLANG),14/10/2019,14/10/2019,3.7,2019,1,WARGANEGARA,KRISTIAN,PEREMPUAN,CINA,JUL-2015,44,All criteria passed
C139,Test Recipient Name 15138,Test Recipient Name 15138,41269,"1G, JALAN PANDAN INDAH 1/16,PANDAN INDAHKUALA LUMPUR",15138icertrecipient@yopmail.com,146643212,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN (DENGAN CEMERLANG),14/10/2019,14/10/2019,3.74,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,45,All criteria passed
C140,Test Recipient Name 15139,Test Recipient Name 15139,40615,"NO 15, SP 5/4, FASA 4, SERI PRISTANA,SAUJANA UTAMA,SUNGAI BULOH",15139icertrecipient@yopmail.com,193303780,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.24,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,46,All criteria passed
C141,Test Recipient Name 15140,Test Recipient Name 15140,40657,"LOT 107, FASA 1A, TAMAN MURNI PERDANA,DUNGUN",15140icertrecipient@yopmail.com,148141075,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.34,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,47,All criteria passed
C142,Test Recipient Name 15141,Test Recipient Name 15141,39613,A-112 BANGGOL KEMUNTINGTANAH MERAH,15141icertrecipient@yopmail.com,199527933,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.22,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,48,All criteria passed
C143,Test Recipient Name 15142,Test Recipient Name 15142,40426,NO 346 FELDA KERATONG 2BANDAR TUN RAZAK,15142icertrecipient@yopmail.com,1125523361,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.26,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,49,All criteria passed
C144,Test Recipient Name 15143,Test Recipient Name 15143,39990,"NO 317 LRG CEMPAKA, KG SERI MAHKOTA,BATU 12,JLN GAMBANGKUANTAN",15143icertrecipient@yopmail.com,139454593,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.6,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,50,All criteria passed
C145,Test Recipient Name 15144,Test Recipient Name 15144,40944,NO 14 LORONG HAJI ISMAILPARIT 5 BARATSUNGAI BESAR,15144icertrecipient@yopmail.com,176556649,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.45,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,51,All criteria passed
C146,Test Recipient Name 15145,Test Recipient Name 15145,39618,"166-07-01 FLAT SRI PANGKOR 1,SENTUL PASARKUALA LUMPUR",15145icertrecipient@yopmail.com,173528729,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.42,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,52,All criteria passed
C147,Test Recipient Name 15146,Test Recipient Name 15146,40830,"AS2-1-J,DESA AMAN PURI,KEPONG,52100 KLAS2-1-J,DESA AMAN PURI,KEPONG,52100 KLKEPONG",15146icertrecipient@yopmail.com,126148563,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.46,2019,1,WARGANEGARA,BUDDHA,PEREMPUAN,CINA,JUL-2015,53,All criteria passed
C148,Test Recipient Name 15147,Test Recipient Name 15147,40097,"NO 9A, LOT 584,KG. RINCHING TENGAH,BERANANGHULU LANGAT",15147icertrecipient@yopmail.com,132948580,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.08,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2015,54,Robe return date is null
C149,Test Recipient Name 15148,Test Recipient Name 15148,40577,"PT 12828,JLN 1,KG BT MUDA TMBHN,KUALA LUMPUR",15148icertrecipient@yopmail.com,163041875,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.24,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2015,55,Robe return date is null
C150,Test Recipient Name 15149,Test Recipient Name 15149,37202,"54, LALUAN SRI AMPANG 26,TAMAN SRI AMPANGIPOH",15149icertrecipient@yopmail.com,175192038,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,2.84,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2014,56,All criteria passed
C151,Test Recipient Name 15150,Test Recipient Name 15150,40717,NO 20 KAMPUNG PANTAI ALIBKT PAYONGMARANG,15150icertrecipient@yopmail.com,147330690,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.64,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,57,All criteria passed
C152,Test Recipient Name 15151,Test Recipient Name 15151,40188,"1488,LORONG INAI 4TAMAN RIA  JAYASUNGAI PETANI",15151icertrecipient@yopmail.com,124349548,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.42,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,58,All criteria passed
C153,Test Recipient Name 15152,Test Recipient Name 15152,40524,"NO,14 KAMPUNG PANTAI ALI,BUKIT PAYONG,21400,MARANG,TERENGGANUKUALA TERENGGANU",15152icertrecipient@yopmail.com,1129214265,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.65,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,59,All criteria passed
C154,Test Recipient Name 15153,Test Recipient Name 15153,41026,"165,KAMPUNG TOK DIRKUALA TERENGGANU",15153icertrecipient@yopmail.com,139698310,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.24,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,60,Robe return date is null
C155,Test Recipient Name 15154,Test Recipient Name 15154,40385,"LOT Y-1/11286, KAMPUNG BARU MPKPERMATANG BADAKKUANTAN",15154icertrecipient@yopmail.com,139225349,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.27,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,61,All criteria passed
C156,Test Recipient Name 15155,Test Recipient Name 15155,40774,1372 JALAN KEDONDONGFELDA KAHANG BARATKLUANG,15155icertrecipient@yopmail.com,197087171,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.51,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,62,All criteria passed
C157,Test Recipient Name 15156,Test Recipient Name 15156,40167,"NO. 784, JALAN 25,TAMAN JASMIN,KAJANG",15156icertrecipient@yopmail.com,172324093,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.37,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,63,All criteria passed
C158,Test Recipient Name 15157,Test Recipient Name 15157,40038,"LOT 2443, JALAN JUASSEH TENGAH,KG, PELANGAIKUALA PILAH",15157icertrecipient@yopmail.com,1119725882,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.3,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,64,All criteria passed
C159,Test Recipient Name 15158,Test Recipient Name 15158,41083,140-C KAMPUNG SEBERANG MARANGMARANG,15158icertrecipient@yopmail.com,199725283,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.24,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,65,All criteria passed
C160,Test Recipient Name 15159,Test Recipient Name 15159,39693,B-0-15 BLK B TKT BWH TAMAN PASIR PUTIHFASA 3C JLN PUTATAN PUTATANKOTA KINABALU,15159icertrecipient@yopmail.com,145621774,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.34,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,BAJAU,JUL-2015,66,Robe return date is null
C161,Test Recipient Name 15160,Test Recipient Name 15160,41267,717 A-KG BERANGAN PAK AYU BUKIT PAYONGMARANG,15160icertrecipient@yopmail.com,139220632,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.37,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,67,All criteria passed
C162,Test Recipient Name 15161,Test Recipient Name 15161,40840,PT 2580 TAMAN KALA PERDANAKOTA BHARU,15161icertrecipient@yopmail.com,145100372,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.04,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,68,Outstanding debt: RM 26.00
C163,Test Recipient Name 15162,Test Recipient Name 15162,40736,"BATU 5 1/4, KAMPONG PERADONGKUALA KLAWANG",15162icertrecipient@yopmail.com,149833217,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.4,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,69,All criteria passed
C164,Test Recipient Name 15163,Test Recipient Name 15163,40642,LOT 745 KAMPUNG TANJUNG TOK SADANGBADANGKOTA BHARU,15163icertrecipient@yopmail.com,1119827203,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.27,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,70,All criteria passed
C165,Test Recipient Name 15164,Test Recipient Name 15164,41106,"NO.59,LRG PELINDUNG 96,TMN SERIPELINDUNG 1,JLN BESERAHKUANTAN",15164icertrecipient@yopmail.com,1139156443,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.48,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,71,All criteria passed
C166,Test Recipient Name 15165,Test Recipient Name 15165,40768,"NO 38 JALAN KAJANG MEWAH 16,TAMAN KAJANG MEWAHKAJANG",15165icertrecipient@yopmail.com,126604594,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.47,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,72,All criteria passed
C167,Test Recipient Name 15166,Test Recipient Name 15166,39964,7041 JALAN RAKIT TAMAN TUN DR ISMAILMERSING,15166icertrecipient@yopmail.com,137184350,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.32,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,73,All criteria passed
C168,Test Recipient Name 15167,Test Recipient Name 15167,41323,"LOT 6172 , LORONG 7PERMAI 1SELAMA",15167icertrecipient@yopmail.com,175983298,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.12,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,74,All criteria passed
C169,Test Recipient Name 15168,Test Recipient Name 15168,39924,"NO 5,LORONG RASAU PERDANA 1,TAMAN RASAU PERDANA,KUANTAN",15168icertrecipient@yopmail.com,148191035,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,2.83,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,75,All criteria passed
C170,Test Recipient Name 15169,Test Recipient Name 15169,40206,"242 FELDA KERTEH 04,KETENGAH JAYA23300 DUNGUN,TERENGGANUDUNGUN",15169icertrecipient@yopmail.com,105780098,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,2.99,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,76,All criteria passed
C171,Test Recipient Name 15170,Test Recipient Name 15170,40335,"JA 8717, JBB 2FTMN BEMBAN BARU, BEMBANJASIN",15170icertrecipient@yopmail.com,1128050053,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.56,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,77,All criteria passed
C172,Test Recipient Name 15171,Test Recipient Name 15171,41351,"LOT1308 KG CHERANG JLN SEK KEB KUCHELONG16370,BACHOK,KELANTAN.BACHOK",15171icertrecipient@yopmail.com,179341207,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PRODUKSI DAN KESIHATAN HAIWAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.48,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,78,All criteria passed
C173,Test Recipient Name 15172,Test Recipient Name 15172,40862,85 LORONG LIMAUCABANG TIGAKUALA TERENGGANU,15172icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.13,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,99,All criteria passed
C174,Test Recipient Name 15173,Test Recipient Name 15173,41058,"108, JALAN JASA 6, TAMAN JASABATU CAVES",15173icertrecipient@yopmail.com,133937961,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.45,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,100,All criteria passed
C175,Test Recipient Name 15174,Test Recipient Name 15174,41223,"LOT 1351,KG KEDEPER,BAUNGPENGKALAN CHEPAKOTA BHARU",15174icertrecipient@yopmail.com,1119995216,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.22,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,101,All criteria passed
C176,Test Recipient Name 15175,Test Recipient Name 15175,41264,"10, JALAN BAYU 33, BANDAR SERI ALAMMASAI",15175icertrecipient@yopmail.com,1117752366,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.6,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,102,All criteria passed
C177,Test Recipient Name 15176,Test Recipient Name 15176,40827,"50 JALAN LEP 4/20TAMAN LESTARI PUTRA,BANDAR PUTRA PERMAISERI KEMBANGAN",15176icertrecipient@yopmail.com,126998267,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.2,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,103,All criteria passed
C178,Test Recipient Name 15177,Test Recipient Name 15177,40468,5-12-13 MUTIARA PERDANA FASA 2LORONG KELICAPBAYAN LEPAS,15177icertrecipient@yopmail.com,174599732,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.22,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,104,All criteria passed
C179,Test Recipient Name 15178,Test Recipient Name 15178,39671,"2895 , KG BANGGOL TUAN MUDAKUALA TERENGGANU",15178icertrecipient@yopmail.com,139166378,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.41,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,105,Outstanding debt: RM 25.00
C180,Test Recipient Name 15179,Test Recipient Name 15179,39820,"LOT 3663,  BATU 7, KG.JALAN KEBUN,SEKSYEN 30, SHAH ALAM , SELANGORSHAH ALAM",15179icertrecipient@yopmail.com,176760585,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.51,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,106,All criteria passed
